ASIN,brand,父ASIN,parent_norm,month,quarter,小类BSR,月销量,月销售额($),variant_rank,variant_kept,adj_sales,adj_revenue,价格($),评分,评分数,包装尺寸分段
B00T02NVC8,TCMT,B00T02NVC8,B00T02NVC8,202601,2026Q1,178,48,2395,1,True,48,2395,49.9,4.4,85.0,大号大件
B01BMDL1QK,SuperATV,B01BMDL1QK,B01BMDL1QK,202601,2026Q1,125,57,25047,1,True,57,25047,524.85,4.7,294.0,超大尺寸：70 至 150 磅（不含 70 磅）
B074N7N5NG,SuperATV,B074N7N5NG,B074N7N5NG,202601,2026Q1,42,92,35920,1,True,92,35920,390.08,4.5,658.0,超大尺寸：70 至 150 磅（不含 70 磅）
B07566YMMW,XMT-MOTO,B07566YMMW,B07566YMMW,202601,2026Q1,29,90,4463,1,True,90,4463,49.59,4.1,373.0,大号大件
B07JGYRTQ4,SuperATV,B07JGYRTQ4,B07JGYRTQ4,202601,2026Q1,46,77,12316,1,True,77,12316,159.95,4.4,92.0,超大尺寸：0 至 50 磅
B07RHMT787,KEMIMOTO,B07RHMT787,B07RHMT787,202601,2026Q1,38,56,2519,1,True,56,2519,44.99,3.9,302.0,大号大件
B07WFFR2XD,KEMIMOTO,B07WFFR2XD,B07WFFR2XD,202601,2026Q1,11,98,3702,1,True,98,3702,35.99,4.6,545.0,大号大件
B08692M2ST,SLMOTO,B08692M2ST,B08692M2ST,202601,2026Q1,297,67,3322,1,True,67,3322,49.59,4.3,79.0,
B087W9WYXC,Kolpin,B087W9WYXC,B087W9WYXC,202601,2026Q1,707,68,30368,1,True,68,30368,782.21,4.4,59.0,超大尺寸：70 至 150 磅（不含 70 磅）
B08Z2Y8BHP,ECOTRIC,B08Z2Y8BHP,B08Z2Y8BHP,202601,2026Q1,7,157,38612,1,True,157,38612,252.0,4.4,286.0,大号大件
B0928GZLS6,KEMIMOTO,B0928GZLS6,B0928GZLS6,202601,2026Q1,137,61,2956,1,True,61,2956,42.99,4.4,238.0,大号大件
B093LRTQRM,SuperATV,B093LRTQRM,B093LRTQRM,202601,2026Q1,78,56,8397,1,True,56,8397,149.95,4.6,111.0,超大尺寸：0 至 50 磅
B099RBN34B,KEMIMOTO,B099RBN34B,B099RBN34B,202601,2026Q1,32,149,19368,1,True,149,19368,129.99,4.4,161.0,大号大件
B07TDJS3BT,SuperATV,B09HN67C6G,B09HN67C6G,202601,2026Q1,18,93,15468,1,True,93,15468,149.95,4.3,480.0,大号大件
B09TW568BT,HECASA,B09TW568BT,B09TW568BT,202601,2026Q1,61,63,17091,1,True,63,17091,278.9,3.7,74.0,超大尺寸：0 至 50 磅
B09VKCZ31Q,Chikia,B09VKCZ31Q,B09VKCZ31Q,202601,2026Q1,69,50,1849,1,True,50,1849,39.59,4.4,120.0,大号标准尺寸
B0B17GYM8N,Kojem,B0B1CY4VFT,B0B1CY4VFT,202601,2026Q1,212,68,13797,1,True,68,13797,198.54,4.0,51.0,大号大件
B09QFL93C1,WYNMOTO,B0B2K7Y4CK,B0B2K7Y4CK,202601,2026Q1,5,271,8387,1,True,271,8387,30.95,4.6,1225.0,大号大件
B0B39GGC1S,SuperATV,B0B39GGC1S,B0B39GGC1S,202601,2026Q1,240,61,7316,1,True,61,7316,119.95,4.5,30.0,大号大件
B0B5TMDN52,StarknightMT,B0B5TMDN52,B0B5TMDN52,202601,2026Q1,36,123,9996,1,True,123,9996,79.99,4.6,163.0,大号大件
B01M273G7T,Amazicha,B0B5ZPR42C,B0B5ZPR42C,202601,2026Q1,6,253,7944,1,True,253,7944,29.99,4.4,5143.0,大号大件
B09T6VBJF4,Motoforti,B0B9X7VJKV,B0B9X7VJKV,202601,2026Q1,13,108,3022,1,True,108,3022,27.99,4.1,223.0,大号标准尺寸
B0BRJ9V5BH,StarknightMT,B0BRJ9V5BH,B0BRJ9V5BH,202601,2026Q1,126,72,1947,1,True,72,1947,26.99,4.3,144.0,大号标准尺寸
B0BRJCJZJC,StarknightMT,B0BRJCJZJC,B0BRJCJZJC,202601,2026Q1,51,75,3633,1,True,75,3633,44.0,4.4,103.0,大号标准尺寸
B0BRKJ5VGL,StarknightMT,B0BRKJ5VGL,B0BRKJ5VGL,202601,2026Q1,14,73,3138,1,True,73,3138,42.99,4.6,123.0,大号标准尺寸
B0BRKRCVRQ,StarknightMT,B0BRKRCVRQ,B0BRKRCVRQ,202601,2026Q1,26,107,4179,1,True,107,4179,37.99,4.6,155.0,大号标准尺寸
B0BRXVN1KT,QYMOTO,B0BRXVN1KT,B0BRXVN1KT,202601,2026Q1,30,90,4319,1,True,90,4319,47.99,4.5,45.0,大号标准尺寸
B0BTT5DJGQ,StarknightMT,B0BTT5DJGQ,B0BTT5DJGQ,202601,2026Q1,50,53,6503,1,True,53,6503,119.99,4.5,108.0,大号大件
B0BW9QQD81,SuperATV,B0BW9QQD81,B0BW9QQD81,202601,2026Q1,210,34,5438,1,True,34,5438,159.95,3.9,8.0,超大尺寸：50 到 70 磅（不含 50 磅）
B0C2PDZNLY,StarknightMT,B0C2PDZNLY,B0C2PDZNLY,202601,2026Q1,29,117,26322,1,True,117,26322,224.98,4.7,84.0,大号大件
B0CBP597QR,StarknightMT,B0CBP597QR,B0CBP597QR,202601,2026Q1,8,176,5586,1,True,176,5586,32.99,4.4,106.0,大号标准尺寸
B0CDR94NLD,StarknightMT,B0CDR94NLD,B0CDR94NLD,202601,2026Q1,65,84,8651,1,True,84,8651,102.99,4.5,63.0,大号大件
B0BRKHCC1X,StarknightMT,B0CFVF3X13,B0CFVF3X13,202601,2026Q1,49,61,9693,1,True,61,9693,159.99,4.4,106.0,大号大件
B0CHRLS64N,KEMIMOTO,B0CHRLS64N,B0CHRLS64N,202601,2026Q1,31,109,5440,1,True,109,5440,49.99,4.5,53.0,大号标准尺寸
B0CJM88X4K,HECASA,B0CJM88X4K,B0CJM88X4K,202601,2026Q1,48,82,4077,1,True,82,4077,48.99,3.8,50.0,大号大件
B0CMZTFTC7,YONQIFON,B0CMZTFTC7,B0CMZTFTC7,202601,2026Q1,159,47,2225,1,True,47,2225,45.59,4.3,58.0,大号标准尺寸
B0CN9KDR1L,KEMIMOTO,B0CN9KDR1L,B0CN9KDR1L,202601,2026Q1,58,78,17667,1,True,78,17667,225.99,3.7,79.0,超大尺寸：50 到 70 磅（不含 50 磅）
B0BDD7GWGR,StarknightMT,B0CNX8P9PF,B0CNX8P9PF,202601,2026Q1,90,90,11699,1,True,90,11699,129.99,4.5,116.0,大号大件
B0CYQ1G4WJ,StarknightMT,B0CYQ1G4WJ,B0CYQ1G4WJ,202601,2026Q1,120,58,11598,1,True,58,11598,199.97,4.6,78.0,大号大件
B0D147KVQC,KEMIMOTO,B0D147KVQC,B0D147KVQC,202601,2026Q1,146,77,1996,1,True,77,1996,24.99,4.2,34.0,大号标准尺寸
B0D14G9KN4,KEMIMOTO,B0D14G9KN4,B0D14G9KN4,202601,2026Q1,31,97,12298,1,True,97,12298,129.99,4.7,32.0,大号大件
B0D4DFXXQH,StarknightMT,B0D4DFXXQH,B0D4DFXXQH,202601,2026Q1,102,79,14177,1,True,79,14177,178.99,3.9,44.0,大号大件
B0D7CC58B9,KEMIMOTO,B0D7CC58B9,B0D7CC58B9,202601,2026Q1,230,47,9572,1,True,47,9572,209.99,3.2,52.0,大号大件
B08S41XKD7,KEMIMOTO,B0D7W2MHFB,B0D7W2MHFB,202601,2026Q1,11,333,41904,1,True,333,41904,179.99,4.6,599.0,大号大件
B08FC94QTQ,KEMIMOTO,B0D7W2MHFB,B0D7W2MHFB,202601,2026Q1,11,333,37542,2,False,0,0,149.99,4.6,600.0,大号大件
B0DP7L4TBL,KEMIMOTO,B0D7W2MHFB,B0D7W2MHFB,202601,2026Q1,15,326,39263,3,False,0,0,169.99,4.6,599.0,大号大件
B0DB19YVHQ,ZIDIYORUO,B0DB19YVHQ,B0DB19YVHQ,202601,2026Q1,33,96,2221,1,True,96,2221,19.99,3.8,42.0,大号标准尺寸
B0DD7KFNG6,StarknightMT,B0DD7KFNG6,B0DD7KFNG6,202601,2026Q1,133,49,12557,1,True,49,12557,259.99,4.2,42.0,超大尺寸：0 至 50 磅
B0DDXYJGNG,KEMIMOTO,B0DDXYJGNG,B0DDXYJGNG,202601,2026Q1,655,33,10563,1,True,33,10563,339.99,4.6,19.0,大号大件
B07XBZN932,ECOTRIC,B0DG86HTFH,B0DG86HTFH,202601,2026Q1,63,96,7740,1,True,96,7740,84.99,4.0,436.0,大号大件
B0DLGKVR68,StarknightMT,B0DLGKVR68,B0DLGKVR68,202601,2026Q1,121,41,2380,1,True,41,2380,55.09,4.8,19.0,大号标准尺寸
B0DPFS2452,KEMIMOTO,B0DPFS2452,B0DPFS2452,202601,2026Q1,750,39,6037,1,True,39,6037,159.99,4.6,9.0,大号大件
B0D6F81NCM,StarknightMT,B0DQZKF4SX,B0DQZKF4SX,202601,2026Q1,11,171,51075,1,True,171,51075,289.99,4.4,111.0,大号大件
B0DS2B1SVT,MDPROMCP,B0DS2B1SVT,B0DS2B1SVT,202601,2026Q1,80,58,9788,1,True,58,9788,181.99,4.3,51.0,大号大件
B0DQTSCS9T,StarknightMT,B0DT3MCFBD,B0DT3MCFBD,202601,2026Q1,1,470,54487,1,True,470,54487,113.98,4.7,343.0,大号大件
B0BCJP9XGW,StarknightMT,B0DT3MCFBD,B0DT3MCFBD,202601,2026Q1,1,469,48067,2,False,0,0,93.57,4.7,343.0,大号大件
B0BN2XBGPS,StarknightMT,B0DT3MCFBD,B0DT3MCFBD,202601,2026Q1,1,469,47378,3,False,0,0,98.98,4.7,343.0,大号大件
B0DWFDZVX2,StarknightMT,B0DWFDZVX2,B0DWFDZVX2,202601,2026Q1,21,70,17900,1,True,70,17900,299.99,4.4,29.0,大号大件
B08Z3CVL9F,KEMIMOTO,B0F1MCD151,B0F1MCD151,202601,2026Q1,231,53,8747,1,True,53,8747,169.99,4.5,89.0,大号大件
B0BVDPP81N,ZIDIYORUO,B0F1ZX8TKQ,B0F1ZX8TKQ,202601,2026Q1,6,224,6045,1,True,224,6045,26.99,4.6,269.0,大号标准尺寸
B0C77DX32W,ZIDIYORUO,B0F21Q8STJ,B0F21Q8STJ,202601,2026Q1,30,123,2956,1,True,123,2956,21.69,4.1,111.0,大号标准尺寸
B0F387YVP8,ZIDIYORUO,B0F387YVP8,B0F387YVP8,202601,2026Q1,100,88,2408,1,True,88,2408,26.99,4.5,21.0,大号标准尺寸
B0FCFT6YMY,KEMIMOTO,B0FCFT6YMY,B0FCFT6YMY,202601,2026Q1,41,77,30799,1,True,77,30799,399.99,4.4,14.0,大号大件
B0FD9PF1VR,KEMIMOTO,B0FD9PF1VR,B0FD9PF1VR,202601,2026Q1,22,126,4534,1,True,126,4534,35.99,4.3,24.0,大号标准尺寸
B0CBVBPXJ3,KEMIMOTO,B0FFB7DR5K,B0FFB7DR5K,202601,2026Q1,175,166,52721,1,True,166,52721,399.99,4.4,90.0,大号大件
B0F1N5WZTX,KEMIMOTO,B0FFB7DR5K,B0FFB7DR5K,202601,2026Q1,22,147,28187,2,False,0,0,239.99,4.4,90.0,大号大件
B0BRJBH9MY,StarknightMT,B0FHJ3MRTJ,B0FHJ3MRTJ,202601,2026Q1,194,112,19038,1,True,112,19038,169.99,4.6,95.0,大号大件
B0B1ZNVS2R,StarknightMT,B0FJ5H953B,B0FJ5H953B,202601,2026Q1,70,89,8932,1,True,89,8932,99.98,4.5,75.0,大号大件
B0FJ8PNW5G,StarknightMT,B0FL1PR33M,B0FL1PR33M,202601,2026Q1,20,120,5625,1,True,120,5625,46.99,4.2,12.0,大号标准尺寸
B01HZM2Z76,Amazicha,B0FL7WRYWQ,B0FL7WRYWQ,202601,2026Q1,14,228,7421,1,True,228,7421,29.99,4.3,3237.0,大号大件
B086MGHFXB,KEMIMOTO,B0FMQYVCWV,B0FMQYVCWV,202601,2026Q1,43,92,6990,1,True,92,6990,75.98,4.2,167.0,大号大件
B07Q1ZT78Z,KEMIMOTO,B0G1SX8QKK,B0G1SX8QKK,202601,2026Q1,2,161,26241,1,True,161,26241,125.99,4.2,195.0,大号大件
B0BL11XRNG,StarknightMT,B0G2PMWBTJ,B0G2PMWBTJ,202601,2026Q1,52,150,25512,1,True,150,25512,179.99,4.6,116.0,大号大件
B0DXJZ769J,StarknightMT,B0GCJ5KQZJ,B0GCJ5KQZJ,202601,2026Q1,108,58,15008,1,True,58,15008,249.99,4.0,77.0,大号大件
B0D5R1MVVK,StarknightMT,B0GG9WYNSN,B0GG9WYNSN,202601,2026Q1,14,118,13657,1,True,118,13657,119.99,4.7,86.0,大号大件
B074N7N5NG,SuperATV,B074N7N5NG,B074N7N5NG,202602,2026Q1,598,48,22218,1,True,48,22218,485.87,4.5,661.0,超大尺寸：70 至 150 磅（不含 70 磅）
B07566YMMW,XMT-MOTO,B07566YMMW,B07566YMMW,202602,2026Q1,93,82,4066,1,True,82,4066,49.59,4.1,378.0,小号大件
B07MR9FTDK,PSLER,B07MR9FTDK,B07MR9FTDK,202602,2026Q1,54,101,2725,1,True,101,2725,26.99,4.5,112.0,大号标准尺寸
B07WFFR2XD,KEMIMOTO,B07WFFR2XD,B07WFFR2XD,202602,2026Q1,54,115,4294,1,True,115,4294,39.99,4.6,548.0,小号大件
B08Z2Y8BHP,ECOTRIC,B08Z2Y8BHP,B08Z2Y8BHP,202602,2026Q1,9,129,31799,1,True,129,31799,242.0,4.4,291.0,大号大件
B099RBN34B,KEMIMOTO,B099RBN34B,B099RBN34B,202602,2026Q1,30,83,10789,1,True,83,10789,129.99,4.5,168.0,大号大件
B07TDJS3BT,SuperATV,B09HN67C6G,B09HN67C6G,202602,2026Q1,50,88,15656,1,True,88,15656,199.95,4.3,483.0,大号大件
B09QFL93C1,WYNMOTO,B0B2K7Y4CK,B0B2K7Y4CK,202602,2026Q1,4,317,9811,1,True,317,9811,30.95,4.6,1231.0,小号大件
B0B5TMDN52,StarknightMT,B0B5TMDN52,B0B5TMDN52,202602,2026Q1,16,131,10169,1,True,131,10169,75.99,4.6,164.0,大号大件
B07K2QJJTX,Amazicha,B0B5ZPR42C,B0B5ZPR42C,202602,2026Q1,1,385,12173,1,True,385,12173,29.89,4.4,5169.0,小号大件
B01M2ZTZIE,Amazicha,B0B5ZPR42C,B0B5ZPR42C,202602,2026Q1,1,378,12092,2,False,0,0,31.99,4.4,5167.0,小号大件
B01M273G7T,Amazicha,B0B5ZPR42C,B0B5ZPR42C,202602,2026Q1,1,378,11260,3,False,0,0,28.49,4.4,5170.0,小号大件
B09T6VBJF4,Motoforti,B0B9X7VJKV,B0B9X7VJKV,202602,2026Q1,31,121,3388,1,True,121,3388,27.99,4.1,228.0,大号标准尺寸
B0BRKRCVRQ,StarknightMT,B0BRKRCVRQ,B0BRKRCVRQ,202602,2026Q1,69,79,2960,1,True,79,2960,39.99,4.6,160.0,大号标准尺寸
B0BRXVN1KT,QYMOTO,B0BRXVN1KT,B0BRXVN1KT,202602,2026Q1,103,71,3407,1,True,71,3407,47.99,4.5,47.0,大号标准尺寸
B0C2PDZNLY,StarknightMT,B0C2PDZNLY,B0C2PDZNLY,202602,2026Q1,282,101,22722,1,True,101,22722,224.98,4.7,84.0,小号大件
B0C33V8NSC,KEMIMOTO,B0C33V8NSC,B0C33V8NSC,202602,2026Q1,300,60,10799,1,True,60,10799,179.99,4.4,50.0,大号大件
B0CBP597QR,StarknightMT,B0CBP597QR,B0CBP597QR,202602,2026Q1,84,113,3727,1,True,113,3727,32.99,4.4,111.0,大号标准尺寸
B0CDR94NLD,StarknightMT,B0CDR94NLD,B0CDR94NLD,202602,2026Q1,200,56,5713,1,True,56,5713,99.99,4.5,64.0,大号大件
B0CHRLS64N,KEMIMOTO,B0CHRLS64N,B0CHRLS64N,202602,2026Q1,200,78,3899,1,True,78,3899,49.99,4.5,56.0,大号标准尺寸
B0CJM88X4K,HECASA,B0CJM88X4K,B0CJM88X4K,202602,2026Q1,151,79,3962,1,True,79,3962,44.1,3.8,56.0,大号大件
B0CN9KDR1L,KEMIMOTO,B0CN9KDR1L,B0CN9KDR1L,202602,2026Q1,32,101,22824,1,True,101,22824,225.99,3.8,83.0,超大尺寸：50 到 70 磅（不含 50 磅）
B0BDD7GWGR,StarknightMT,B0CNX8P9PF,B0CNX8P9PF,202602,2026Q1,100,129,16768,1,True,129,16768,129.99,4.5,119.0,大号大件
B0D147KVQC,KEMIMOTO,B0D147KVQC,B0D147KVQC,202602,2026Q1,45,86,2149,1,True,86,2149,24.99,4.3,37.0,大号标准尺寸
B0D14G9KN4,KEMIMOTO,B0D14G9KN4,B0D14G9KN4,202602,2026Q1,170,52,5728,1,True,52,5728,98.99,4.7,35.0,大号大件
B0D4DFXXQH,StarknightMT,B0D4DFXXQH,B0D4DFXXQH,202602,2026Q1,87,68,12171,1,True,68,12171,178.99,3.9,45.0,大号大件
B0DP7L4TBL,KEMIMOTO,B0D7W2MHFB,B0D7W2MHFB,202602,2026Q1,10,323,41062,1,True,323,41062,129.99,4.7,609.0,大号大件
B08FC94QTQ,KEMIMOTO,B0D7W2MHFB,B0D7W2MHFB,202602,2026Q1,2,307,33478,2,False,0,0,109.99,4.7,609.0,大号大件
B0DB19YVHQ,ZIDIYORUO,B0DB19YVHQ,B0DB19YVHQ,202602,2026Q1,197,81,1619,1,True,81,1619,19.99,3.9,44.0,大号标准尺寸
B07XBZN932,ECOTRIC,B0DG86HTFH,B0DG86HTFH,202602,2026Q1,16,128,10624,1,True,128,10624,79.89,4.0,436.0,大号大件
B0D86Q4Z1X,Justech,B0DQNLHGRW,B0DQNLHGRW,202602,2026Q1,13,202,4159,1,True,202,4159,20.59,4.2,3348.0,大号标准尺寸
B0D6F81NCM,StarknightMT,B0DQZKF4SX,B0DQZKF4SX,202602,2026Q1,19,160,51310,1,True,160,51310,289.99,4.3,121.0,大号大件
B0BCJP9XGW,StarknightMT,B0DT3MCFBD,B0DT3MCFBD,202602,2026Q1,4,495,50098,1,True,495,50098,101.99,4.7,357.0,大号大件
B0BN2XBGPS,StarknightMT,B0DT3MCFBD,B0DT3MCFBD,202602,2026Q1,5,483,48488,2,False,0,0,99.99,4.7,357.0,大号大件
B0DQTSCS9T,StarknightMT,B0DT3MCFBD,B0DT3MCFBD,202602,2026Q1,4,445,50489,3,False,0,0,109.99,4.7,357.0,大号大件
B0BGLSWTCV,KEMIMOTO,B0DYD5HZCS,B0DYD5HZCS,202602,2026Q1,15,140,10647,1,True,140,10647,71.99,4.4,242.0,大号标准尺寸
B0BVDPP81N,ZIDIYORUO,B0F1ZX8TKQ,B0F1ZX8TKQ,202602,2026Q1,29,162,4417,1,True,162,4417,26.99,4.6,275.0,大号标准尺寸
B0C77DX32W,ZIDIYORUO,B0F21Q8STJ,B0F21Q8STJ,202602,2026Q1,274,81,1782,1,True,81,1782,23.99,4.2,114.0,大号标准尺寸
B0F38356PF,ZIDIYORUO,B0F38356PF,B0F38356PF,202602,2026Q1,34,77,2078,1,True,77,2078,26.99,4.9,16.0,大号标准尺寸
B0F387YVP8,ZIDIYORUO,B0F387YVP8,B0F387YVP8,202602,2026Q1,65,66,1781,1,True,66,1781,26.99,4.5,21.0,大号标准尺寸
B0FCFT6YMY,KEMIMOTO,B0FCFT6YMY,B0FCFT6YMY,202602,2026Q1,33,79,30409,1,True,79,30409,379.99,4.4,21.0,大号大件
B0FD9PF1VR,KEMIMOTO,B0FD9PF1VR,B0FD9PF1VR,202602,2026Q1,123,62,2313,1,True,62,2313,42.99,4.4,27.0,大号标准尺寸
B0F1N5WZTX,KEMIMOTO,B0FFB7DR5K,B0FFB7DR5K,202602,2026Q1,26,127,23949,1,True,127,23949,175.98,4.4,98.0,大号大件
B07PVX823M,KEMIMOTO,B0FGD963KM,B0FGD963KM,202602,2026Q1,50,129,20925,1,True,129,20925,169.99,4.4,190.0,大号大件
B0BRJBH9MY,StarknightMT,B0FHJ3MRTJ,B0FHJ3MRTJ,202602,2026Q1,88,91,15469,1,True,91,15469,169.99,4.7,100.0,大号大件
B0FJ8PNW5G,StarknightMT,B0FL1PR33M,B0FL1PR33M,202602,2026Q1,35,112,5262,1,True,112,5262,46.99,4.4,16.0,大号标准尺寸
B01M4M3FKA,Amazicha,B0FL7WRYWQ,B0FL7WRYWQ,202602,2026Q1,5,351,11547,1,True,351,11547,32.9,4.3,3248.0,小号大件
B01HZM2Z76,Amazicha,B0FL7WRYWQ,B0FL7WRYWQ,202602,2026Q1,5,351,10526,2,False,0,0,29.99,4.3,3250.0,小号大件
B086MGHFXB,KEMIMOTO,B0FMQYVCWV,B0FMQYVCWV,202602,2026Q1,81,96,7315,1,True,96,7315,75.99,4.3,172.0,大号大件
B0DP7LMVN6,KEMIMOTO,B0FXX97C14,B0FXX97C14,202602,2026Q1,45,64,8128,1,True,64,8128,104.49,4.8,32.0,大号大件
B07Q1ZT78Z,KEMIMOTO,B0G1SX8QKK,B0G1SX8QKK,202602,2026Q1,6,224,35768,1,True,224,35768,125.99,4.2,200.0,大号大件
B0BL11XRNG,StarknightMT,B0G2PMWBTJ,B0G2PMWBTJ,202602,2026Q1,21,154,23665,1,True,154,23665,151.89,4.5,125.0,大号大件
B0D5R1MVVK,StarknightMT,B0GG9WYNSN,B0GG9WYNSN,202602,2026Q1,11,136,14964,1,True,136,14964,98.99,4.7,90.0,大号大件
B000GV7DJO,Memphis Shades,B000GV7DJO,B000GV7DJO,202603,2026Q1,3570,62,6925,1,True,62,6925,117.95,4.0,18.0,小号大件
B0743BCK5M,PSLER,B0743BCK5M,B0743BCK5M,202603,2026Q1,129,78,2573,1,True,78,2573,32.99,4.6,181.0,大号标准尺寸
B07WFFR2XD,KEMIMOTO,B07WFFR2XD,B07WFFR2XD,202603,2026Q1,293,84,3643,1,True,84,3643,42.99,4.6,551.0,小号大件
B08Z2Y8BHP,ECOTRIC,B08Z2Y8BHP,B08Z2Y8BHP,202603,2026Q1,82,123,29448,1,True,123,29448,229.0,4.4,298.0,大号大件
B099RBN34B,KEMIMOTO,B099RBN34B,B099RBN34B,202603,2026Q1,75,117,11787,1,True,117,11787,98.99,4.5,172.0,大号大件
B0B497K5Z2,PSLER,B0B497K5Z2,B0B497K5Z2,202603,2026Q1,22,100,5179,1,True,100,5179,49.49,4.5,94.0,小号大件
B0B5TMDN52,StarknightMT,B0B5TMDN52,B0B5TMDN52,202603,2026Q1,16,167,12668,1,True,167,12668,74.99,4.6,171.0,大号大件
B07Z5XYRH2,Amazicha,B0B5Z4HBYV,B0B5Z4HBYV,202603,2026Q1,14,242,7252,1,True,242,7252,29.99,4.5,1479.0,小号大件
B01M273G7T,Amazicha,B0B5ZPR42C,B0B5ZPR42C,202603,2026Q1,1,632,20622,1,True,632,20622,31.99,4.4,5193.0,小号大件
B01M2ZTZIE,Amazicha,B0B5ZPR42C,B0B5ZPR42C,202603,2026Q1,1,632,20217,2,False,0,0,31.99,4.4,5191.0,小号大件
B07K2QJJTX,Amazicha,B0B5ZPR42C,B0B5ZPR42C,202603,2026Q1,1,631,19718,3,False,0,0,32.99,4.4,5189.0,小号大件
B09T6VBJF4,Motoforti,B0B9X7VJKV,B0B9X7VJKV,202603,2026Q1,13,168,4798,1,True,168,4798,28.69,4.1,231.0,大号标准尺寸
B0BKVD1CJ4,xitomer,B0BKVD1CJ4,B0BKVD1CJ4,202603,2026Q1,96,81,1125,1,True,81,1125,13.89,4.8,136.0,大号标准尺寸
B0BRKRCVRQ,StarknightMT,B0BRKRCVRQ,B0BRKRCVRQ,202603,2026Q1,58,76,3071,1,True,76,3071,33.59,4.6,164.0,大号标准尺寸
B0C2PDZNLY,StarknightMT,B0C2PDZNLY,B0C2PDZNLY,202603,2026Q1,47,108,23595,1,True,108,23595,199.99,4.6,85.0,小号大件
B0CKSZJKQM,FATECIM,B0C5M9JXPV,B0C5M9JXPV,202603,2026Q1,13,171,11968,1,True,171,11968,69.99,4.2,213.0,小号大件
B0CBP597QR,StarknightMT,B0CBP597QR,B0CBP597QR,202603,2026Q1,141,82,2668,1,True,82,2668,29.69,4.4,111.0,大号标准尺寸
B0CJM88X4K,HECASA,B0CJM88X4K,B0CJM88X4K,202603,2026Q1,180,63,3132,1,True,63,3132,58.08,3.9,58.0,大号大件
B0CN9KDR1L,KEMIMOTO,B0CN9KDR1L,B0CN9KDR1L,202603,2026Q1,28,154,34483,1,True,154,34483,214.69,3.8,86.0,超大尺寸：50 到 70 磅（不含 50 磅）
